"DatesR","P","T","E","Qls","Qmm"
1985-07-07,0.1,17.1,3.8,1740,0.4176
1985-07-08,9.8,16.8,3.7,1740,0.4176
1985-07-09,0,18.3,4,2470,0.5928
1985-07-10,0.1,19,4.1,1480,0.3552
1985-07-11,0,19.6,4.2,1260,0.3024
1985-07-12,0,17.7,3.9,1150,0.276
1985-07-13,4.9,18.4,4,1040,0.2496
1985-07-14,9.5,16.8,3.7,1260,0.3024
1985-07-15,1.6,15.9,3.6,1610,0.3864
1985-07-16,9.6,13.2,3.1,1870,0.4488
1985-07-17,2.2,14.7,3.3,2000,0.48
1985-07-18,0.1,15.6,3.5,1480,0.3552
1985-07-19,0,15.5,3.4,1370,0.3288
1985-07-20,2.3,18.2,3.9,1150,0.276
1985-07-21,4.8,16,3.5,1150,0.276
1985-07-22,2.7,14.7,3.3,1260,0.3024
1985-07-23,10.7,13.7,3.1,1370,0.3288
1985-07-24,45,12.9,2.9,2130,0.5112
1985-07-25,15.8,13.7,3.1,23500,5.64
1985-07-26,0,13.4,3,25500,6.12
1985-07-27,0,13.7,3,19700,4.728
1985-07-28,0,12,2.7,14100,3.384
1985-07-29,5.6,13,2.9,8000,1.92
1985-07-30,0.9,15.6,3.3,14100,3.384
1985-07-31,0.8,17.7,3.7,8700,2.088
1985-08-01,13.9,17.1,3.5,6600,1.584
1985-08-02,1.8,16.8,3.4,9500,2.28
1985-08-03,9.3,16.8,3.4,7250,1.74
1985-08-04,4.8,16,3.3,6600,1.584
1985-08-05,0,18.4,3.7,5950,1.428
1985-08-06,0.3,23.1,4.4,4310,1.0344
1985-08-07,1.6,17.2,3.4,4050,0.972
1985-08-08,0,15.4,3.1,3630,0.8712
1985-08-09,0,17.1,3.4,3420,0.8208
1985-08-10,0,22.8,4.2,2820,0.6768
1985-08-11,0.3,22.9,4.2,2130,0.5112
1985-08-12,0,21.7,4,2000,0.48
1985-08-13,0.1,22.6,4.1,1870,0.4488
1985-08-14,0.7,22.1,4,2000,0.48
1985-08-15,2.7,21.1,3.9,1870,0.4488
1985-08-16,0.6,20.2,3.7,2300,0.552
1985-08-17,0,21.1,3.8,2000,0.48
1985-08-18,0,21.8,3.9,1370,0.3288
1985-08-19,0,22.8,4,1370,0.3288
1985-08-20,0,23,4,1370,0.3288
1985-08-21,0,22.2,3.9,1260,0.3024
1985-08-22,0,20.7,3.6,1150,0.276
1985-08-23,3.3,19.2,3.4,1150,0.276
1985-08-24,3.3,17.4,3.1,1260,0.3024
1985-08-25,0.9,17,3,1260,0.3024
1985-08-26,0.1,16.5,3,1040,0.2496
1985-08-27,7.7,16.8,3,1260,0.3024
1985-08-28,1.7,14.9,2.7,1480,0.3552
1985-08-29,0,13.9,2.5,1480,0.3552
1985-08-30,5.8,14.1,2.5,1480,0.3552
1985-08-31,0,11.1,2.1,1610,0.3864
1985-09-01,0,12.7,2.3,1370,0.3288
1985-09-02,0,16.8,2.8,1150,0.276
1985-09-03,0,20.5,3.3,1150,0.276
1985-09-04,0,21.5,3.4,845,0.2028
1985-09-05,0,20.9,3.3,845,0.2028
1985-09-06,0,20.4,3.2,760,0.1824
1985-09-07,0,19.9,3.1,760,0.1824
1985-09-08,0,20,3.1,680,0.1632
1985-09-09,1.3,18,2.8,595,0.1428
1985-09-10,0,15.5,2.5,595,0.1428
1985-09-11,0,14.9,2.4,595,0.1428
1985-09-12,0,15.8,2.5,595,0.1428
1985-09-13,1.6,17.7,2.7,680,0.1632
1985-09-14,0,19.4,2.8,595,0.1428
1985-09-15,5.2,21,3,510,0.1224
1985-09-16,0.8,18.2,2.6,425,0.102
1985-09-17,22.3,14.9,2.2,425,0.102
1985-09-18,0,10.6,1.7,1150,0.276
1985-09-19,0.6,13.7,2.1,1040,0.2496
1985-09-20,32.3,18.3,2.5,845,0.2028
1985-09-21,2.8,13.1,2,3840,0.9216
1985-09-22,3.1,10.5,1.7,2130,0.5112
1985-09-23,0.6,8.4,1.4,1740,0.4176
1985-09-24,0,7.4,1.3,1150,0.276
1985-09-25,0,8.1,1.4,930,0.2232
1985-09-26,0,8.5,1.4,845,0.2028
1985-09-27,0.2,9.9,1.5,845,0.2028
1985-09-28,0.6,12.5,1.8,760,0.1824
1985-09-29,10.3,9.6,1.4,680,0.1632
1985-09-30,1.6,6.9,1.2,930,0.2232
1985-10-01,0.9,7.3,1.2,760,0.1824
1985-10-02,6.6,7.4,1.2,845,0.2028
1985-10-03,0.9,10.5,1.5,845,0.2028
1985-10-04,0,10.4,1.4,760,0.1824
1985-10-05,6.3,13.9,1.7,760,0.1824
1985-10-06,1.4,12.8,1.6,845,0.2028
1985-10-07,1,8.9,1.2,760,0.1824
1985-10-08,0.7,9.3,1.3,680,0.1632
1985-10-09,0,9.6,1.3,680,0.1632
1985-10-10,0,9.3,1.2,680,0.1632
1985-10-11,0,8.6,1.2,680,0.1632
1985-10-12,0.1,7.3,1,680,0.1632
1985-10-13,9.2,9.6,1.2,2000,0.48
1985-10-14,15.1,12.5,1.4,3000,0.72
1985-10-15,6.8,12,1.4,3840,0.9216
1985-10-16,5.2,12.1,1.3,3000,0.72
1985-10-17,5.7,8.8,1.1,2820,NA
1985-10-18,0,4.4,0.7,2820,NA
1985-10-19,0,2.2,0.5,2820,NA
1985-10-20,0,5.6,0.8,2820,NA
1985-10-21,2.8,7.5,0.9,2820,NA
1985-10-22,0,3,0.6,2820,NA
1985-10-23,1.3,4.4,0.7,2820,NA
1985-10-24,0,4.4,0.7,2820,NA
1985-10-25,0,1.2,0.4,2820,NA
1985-10-26,0,2.1,0.5,2820,NA
1985-10-27,0,5.5,0.7,3000,0.72
1985-10-28,0,6.2,0.7,3420,0.8208
1985-10-29,0,3.7,0.6,3630,0.8712
1985-10-30,0,2.9,0.5,3420,0.8208
1985-10-31,0,5,0.6,3210,0.7704
1985-11-01,0,8.5,0.9,3420,0.8208
1985-11-02,0,9,0.9,3210,0.7704
1985-11-03,0,10.9,1,3210,0.7704
1985-11-04,1.2,14.1,1.2,3210,0.7704
1985-11-05,28.1,11.8,1,3840,0.9216
1985-11-06,1.5,3.5,0.5,10700,2.568
1985-11-07,0,0.4,0.3,5350,1.284
1985-11-08,0,2.1,0.4,4050,0.972
1985-11-09,0,5.2,0.6,4570,1.0968
1985-11-10,0.1,5.1,0.6,4310,1.0344
1985-11-11,1.3,3.3,0.5,4050,0.972
1985-11-12,0.1,-0.3,0.3,4830,1.1592
1985-11-13,6.4,5.2,0.6,4310,1.0344
1985-11-14,5.8,9.4,0.8,5350,1.284
1985-11-15,1.2,9.2,0.7,6900,1.656
1985-11-16,1.5,8.8,0.7,5950,1.428
1985-11-17,0,4.9,0.5,5650,1.356
1985-11-18,0,1.6,0.4,4310,1.0344
1985-11-19,0,5.6,0.5,5100,1.224
1985-11-20,0,1.2,0.3,5350,1.284
1985-11-21,0,0.9,0.3,5100,1.224
1985-11-22,0,3.7,0.4,5100,1.224
1985-11-23,0,3.8,0.4,4830,1.1592
1985-11-24,0,4.3,0.5,4310,1.0344
1985-11-25,3.7,3.6,0.4,4310,1.0344
1985-11-26,0.5,0.4,0.3,5350,1.284
1985-11-27,2.5,-3.9,0.1,5100,1.224
1985-11-28,19.1,-3.2,0.1,4570,1.0968
1985-11-29,4.7,1.2,0.3,11100,2.664
1985-11-30,2.2,-1.5,0.2,9100,2.184
1985-12-01,0,-3.4,0.1,7250,1.74
1985-12-02,0,-8.9,0,6300,1.512
1985-12-03,1.6,-8.8,0,6900,1.656
1985-12-04,7.1,-1.3,0.2,8000,1.92
1985-12-05,3.8,2.9,0.3,9900,2.376
1985-12-06,6.7,4.6,0.4,11900,2.856
1985-12-07,7.5,6.4,0.5,12800,3.072
1985-12-08,10.9,6.2,0.5,14500,3.48
1985-12-09,0,-1.4,0.2,21100,5.064
1985-12-10,0,-5.1,0,19700,4.728
1985-12-11,0,-2.1,0.1,18200,4.368
1985-12-12,1.2,-1.4,0.2,15900,3.816
1985-12-13,10.2,2.8,0.3,15400,3.696
1985-12-14,13,5.3,0.4,20100,4.824
1985-12-15,0.1,-2.2,0.1,26000,6.24
1985-12-16,1.5,-0.7,0.2,24500,5.88
1985-12-17,3.2,2.4,0.3,20100,4.824
1985-12-18,0,1.2,0.3,22100,5.304
1985-12-19,0.2,5.5,0.4,18200,4.368
1985-12-20,0.1,10.4,0.6,16300,3.912
1985-12-21,3.5,6.4,0.5,15900,3.816
1985-12-22,3.2,6.3,0.5,12800,3.072
1985-12-23,57,5.9,0.4,13600,3.264
1985-12-24,0.4,5,0.4,78000,18.72
1985-12-25,0.4,3.2,0.3,51500,12.36
1985-12-26,0.8,0.9,0.2,38100,9.144
1985-12-27,0,-0.8,0.2,32500,7.8
1985-12-28,0,-1.3,0.1,30000,7.2
1985-12-29,0,-1.7,0.1,22500,5.4
1985-12-30,0,-1.2,0.2,19700,4.728
1985-12-31,0,-3.1,0.1,18700,4.488
1986-01-01,0.4,-2.5,0.1,13900,3.336
1986-01-02,0,-1.4,0.2,14900,3.576
1986-01-03,0.4,2.6,0.3,12900,3.096
1986-01-04,0.1,5.8,0.5,11400,2.736
1986-01-05,2.6,8.7,0.6,11400,2.736
1986-01-06,0,5.1,0.5,9300,2.232
1986-01-07,0.5,7.1,0.5,9300,2.232
1986-01-08,7.1,5.6,0.5,10100,2.424
1986-01-09,10.3,6.1,0.5,13400,3.216
1986-01-10,2.1,4.1,0.4,11900,2.856
1986-01-11,0.8,9.3,0.6,12900,3.096
1986-01-12,0,9.6,0.7,9300,2.232
1986-01-13,0.3,8.5,0.6,9300,2.232
1986-01-14,0.1,7.8,0.6,9750,2.34
1986-01-15,0.3,9.4,0.7,9300,2.232
1986-01-16,0.4,9.9,0.7,9300,2.232
1986-01-17,0,3.4,0.4,8500,2.04
1986-01-18,2.3,3.7,0.4,8500,2.04
1986-01-19,0.7,4.3,0.5,7400,1.776
1986-01-20,0,2.7,0.4,6350,1.524
1986-01-21,0.1,1.6,0.3,5350,1.284
1986-01-22,0,2.2,0.4,4790,1.1496
1986-01-23,0.1,2.1,0.4,4790,1.1496
1986-01-24,2,2.7,0.4,4230,1.0152
1986-01-25,0,1.3,0.3,4510,1.0824
1986-01-26,4.6,5,0.5,3050,0.732
1986-01-27,0.8,3.1,0.4,3270,0.7848
1986-01-28,7.5,6.1,0.6,3720,0.8928
1986-01-29,3.6,3.2,0.5,5700,1.368
1986-01-30,2.4,4.4,0.5,8500,2.04
1986-01-31,2,6.5,0.6,6650,1.596
1986-02-01,7.5,6.4,0.6,6000,1.44
1986-02-02,7.3,3.4,0.5,10500,2.52
1986-02-03,5.5,2.4,0.4,10500,2.52
1986-02-04,6,1.1,0.4,11900,2.856
1986-02-05,20.4,6,0.7,13900,3.336
1986-02-06,8.2,4.6,0.6,20600,4.944
1986-02-07,1.8,1.2,0.4,26400,6.336
1986-02-08,0.2,2.1,0.4,23800,5.712
1986-02-09,0,8.4,0.8,21700,5.208
1986-02-10,0,8.4,0.9,20100,4.824
1986-02-11,0.9,9,0.9,16500,3.96
1986-02-12,0.9,5.8,0.7,14900,3.576
1986-02-13,3.7,2.6,0.5,12900,3.096
1986-02-14,0,0.2,0.4,12400,2.976
1986-02-15,6.4,2.8,0.5,12900,3.096
1986-02-16,4.3,3.6,0.6,10100,2.424
1986-02-17,0,3.5,0.6,9300,2.232
1986-02-18,0.8,1.8,0.5,8500,2.04
1986-02-19,4.5,0.3,0.4,8500,2.04
1986-02-20,0.1,1.3,0.5,8500,2.04
1986-02-21,0,1,0.4,7750,1.86
1986-02-22,8.6,1.2,0.5,7750,1.86
1986-02-23,0.4,2,0.5,9300,2.232
1986-02-24,0,1.8,0.5,8150,1.956
1986-02-25,0,-0.2,0.4,8150,1.956
1986-02-26,0,-1.2,0.3,8500,2.04
1986-02-27,3.8,-1.2,0.3,8500,2.04
1986-02-28,0.5,-2.4,0.2,8150,1.956
1986-03-01,3.3,-0.4,0.4,7750,1.86
1986-03-02,0,1.1,0.5,6350,1.524
1986-03-03,4.4,-0.7,0.4,4790,1.1496
1986-03-04,3.1,-1,0.4,5350,1.284
1986-03-05,0,-1.1,0.3,5700,1.368
1986-03-06,0,-0.9,0.4,5700,1.368
1986-03-07,0,0.4,0.5,5700,1.368
1986-03-08,0,-0.5,0.4,5350,1.284
1986-03-09,0,4.5,0.9,5050,1.212
1986-03-10,0,7.1,1.1,3720,0.8928
1986-03-11,0.7,5.8,1,4510,1.0824
1986-03-12,1.4,6.1,1.1,4790,1.1496
1986-03-13,2.4,5.8,1.1,4790,1.1496
1986-03-14,1.4,3.2,0.8,4510,1.0824
1986-03-15,14.4,3.4,0.8,4790,1.1496
1986-03-16,24.5,8.3,1.4,10600,2.544
1986-03-17,0.6,11,1.6,24300,5.832
1986-03-18,1.4,11.3,1.7,22200,5.328
1986-03-19,0.6,5.6,1.1,21700,5.208
1986-03-20,3.4,10,1.6,20600,4.944
1986-03-21,0,9.2,1.5,19600,4.704
1986-03-22,0,9.8,1.6,18000,4.32
1986-03-23,0,8.8,1.5,13400,3.216
1986-03-24,0,9,1.5,8500,2.04
1986-03-25,4.2,9.7,1.6,8150,1.956
1986-03-26,3.7,8.4,1.5,10100,2.424
1986-03-27,3.3,9.5,1.7,10100,2.424
1986-03-28,4.1,9.1,1.6,11400,2.736
1986-03-29,0,8.5,1.6,11400,2.736
1986-03-30,0.4,7.4,1.4,7750,1.86
1986-03-31,0,7.4,1.5,5350,1.284
1986-04-01,0,10,1.8,8150,1.956
1986-04-02,1.6,10.7,1.9,7000,1.68
1986-04-03,5.7,11.1,2,7000,1.68
1986-04-04,0,9.4,1.8,7000,1.68
1986-04-05,0.2,8.4,1.7,7400,1.776
1986-04-06,1,7.9,1.6,5700,1.368
1986-04-07,0,8.3,1.7,4790,1.1496
1986-04-08,0,10.1,1.9,4790,1.1496
1986-04-09,0,10.7,2,4510,1.0824
1986-04-10,0,11,2.1,4510,1.0824
1986-04-11,4.3,9.1,1.9,4230,1.0152
1986-04-12,24.1,9,1.9,4790,1.1496
1986-04-13,1.2,9.3,1.9,18600,4.464
1986-04-14,0,9.3,1.9,8500,2.04
1986-04-15,0,6.3,1.5,7000,1.68
1986-04-16,0.1,4.8,1.3,7750,1.86
1986-04-17,0,3.8,1.2,7750,1.86
1986-04-18,0,3.4,1.2,7400,1.776
1986-04-19,0,4.3,1.3,6650,1.596
1986-04-20,0,7.1,1.7,5050,1.212
1986-04-21,0,7.2,1.7,3950,0.948
1986-04-22,0,5.6,1.5,4230,1.0152
1986-04-23,0,7.8,1.8,4510,1.0824
1986-04-24,0.9,4.5,1.4,4510,1.0824
1986-04-25,2.1,2.6,1.1,4510,1.0824
1986-04-26,4.5,4.2,1.3,4230,1.0152
1986-04-27,1.5,4.7,1.4,3950,0.948
1986-04-28,10.5,5.7,1.6,2640,0.6336
1986-04-29,41.9,4,1.3,8100,1.944
1986-04-30,0.3,5.6,1.6,27900,6.696
1986-05-01,0.8,5.7,1.6,22200,5.328
1986-05-02,5,6.8,1.8,17000,4.08
1986-05-03,26.4,6,1.7,22200,5.328
1986-05-04,3.7,7.7,2,32700,7.848
1986-05-05,4,7.8,2,29500,7.08
1986-05-06,1.4,5.4,1.6,27400,6.576
1986-05-07,0.7,3,1.3,24300,5.832
1986-05-08,0.1,4,1.4,21700,5.208
1986-05-09,0,9.3,2.2,19100,4.584
1986-05-10,10.7,10,2.4,17500,4.2
1986-05-11,0.6,9.3,2.3,16000,3.84
1986-05-12,0.4,12.5,2.8,12400,2.976
1986-05-13,1.7,14.8,3.2,10100,2.424
1986-05-14,0,11.8,2.7,8900,2.136
1986-05-15,0,11.9,2.7,7000,1.68
1986-05-16,18,13.7,3.1,7750,1.86
1986-05-17,2,11.6,2.7,11400,2.736
1986-05-18,0,15.4,3.3,11400,2.736
1986-05-19,0,16.3,3.5,11000,2.64
1986-05-20,0,16.5,3.5,8150,1.956
1986-05-21,0,15.1,3.3,7000,1.68
1986-05-22,0.1,12.1,2.8,7000,1.68
1986-05-23,6.7,8.4,2.3,4790,1.1496
1986-05-24,4.1,6.3,1.9,7000,1.68
1986-05-25,0,9.4,2.4,5050,1.212
1986-05-26,0,12.4,2.9,3500,0.84
1986-05-27,2.4,12.5,3,3500,0.84
1986-05-28,0,11.9,2.8,3500,0.84
1986-05-29,0,12.2,2.9,3050,0.732
1986-05-30,30.2,14.3,3.3,11500,2.76
1986-05-31,4.1,14.3,3.3,10100,2.424
1986-06-01,0,12,2.9,11800,2.832
1986-06-02,0,13.4,3.1,6650,1.596
1986-06-03,0,16.9,3.8,3150,0.756
1986-06-04,0.5,18,4,4750,1.14
1986-06-05,2.1,17.2,3.8,4750,1.14
1986-06-06,0,12.1,3,4750,1.14
1986-06-07,0,10.8,2.7,4750,1.14
1986-06-08,1.7,13,3.1,4270,1.0248
1986-06-09,5.4,10.3,2.6,3550,0.852
1986-06-10,9.1,7.6,2.2,3790,0.9096
1986-06-11,0,9.6,2.5,4270,1.0248
1986-06-12,0,11.3,2.8,3790,0.9096
1986-06-13,0,11.4,2.8,3790,0.9096
1986-06-14,0.6,13,3.1,3150,0.756
1986-06-15,0,15.8,3.6,2750,0.66
1986-06-16,0.2,17.5,3.9,2390,0.5736
1986-06-17,3.1,15.3,3.5,2230,0.5352
1986-06-18,0,12.8,3.1,2390,0.5736
1986-06-19,0,13.3,3.2,2390,0.5736
1986-06-20,0,15.6,3.6,2230,0.5352
1986-06-21,0,17.4,3.9,2230,0.5352
1986-06-22,23,19.5,4.3,2070,0.4968
1986-06-23,15.4,14.4,3.4,8300,1.992
1986-06-24,0,16.2,3.7,8900,2.136
1986-06-25,0.2,16.6,3.8,4750,1.14
1986-06-26,12.8,16.7,3.8,3790,0.9096
1986-06-27,5.3,14.6,3.4,4750,1.14
1986-06-28,12.4,14.7,3.4,6300,1.512
1986-06-29,14.2,14.9,3.5,15200,3.648
1986-06-30,0,16.1,3.7,12300,2.952
1986-07-01,2,17.2,3.8,10100,2.424
1986-07-02,4.7,18.1,4,9300,2.232
1986-07-03,0.1,15.8,3.6,7000,1.68
1986-07-04,0,13.5,3.2,6000,1.44
1986-07-05,0,17.3,3.8,4750,1.14
1986-07-06,0,16.9,3.8,4270,1.0248
1986-07-07,0,15.4,3.5,3790,0.9096
1986-07-08,0,17,3.8,3350,0.804
1986-07-09,0,19.3,4.2,2750,0.66
1986-07-10,0,17.2,3.8,2750,0.66
1986-07-11,0,20.3,4.3,2550,0.612
1986-07-12,0.5,23.2,4.8,2550,0.612
1986-07-13,26.4,17.8,3.8,2750,0.66
1986-07-14,0.1,14.5,3.3,4510,1.0824
1986-07-15,0.6,16.1,3.6,3790,0.9096
1986-07-16,2.5,15.3,3.4,2550,0.612
1986-07-17,7.4,14.2,3.2,2550,0.612
1986-07-18,3.5,11.7,2.8,2950,0.708
1986-07-19,0.3,11.2,2.7,2750,0.66
1986-07-20,3.1,11.5,2.7,2750,0.66
1986-07-21,0.1,15.3,3.4,2750,0.66
1986-07-22,0,15.4,3.4,2550,0.612
1986-07-23,0,18.1,3.8,2550,0.612
1986-07-24,1.1,16.6,3.6,2070,0.4968
1986-07-25,0,14.6,3.2,2070,0.4968
1986-07-26,0,15.6,3.4,1910,0.4584
1986-07-27,0,19.2,3.9,1910,0.4584
1986-07-28,0,19,3.9,1750,0.42
1986-07-29,0,21.3,4.3,1490,0.3576
1986-07-30,4.1,18.8,3.8,1360,0.3264
1986-07-31,0.6,18.9,3.8,1490,0.3576
1986-08-01,0,19.3,3.9,1490,0.3576
1986-08-02,0,20.3,4,1360,0.3264
1986-08-03,0.8,23.5,4.5,1360,0.3264
1986-08-04,4,17.7,3.6,1360,0.3264
1986-08-05,0,14.8,3.1,1230,0.2952
1986-08-06,0,15.4,3.2,1230,0.2952
1986-08-07,0.3,19.6,3.8,1230,0.2952
1986-08-08,3.4,16.6,3.3,1100,0.264
1986-08-09,2.7,15.2,3.1,1100,0.264
1986-08-10,0.8,15.6,3.1,1230,0.2952
1986-08-11,0,14,2.9,1230,0.2952
1986-08-12,0,16.7,3.3,1100,0.264
1986-08-13,0.1,22.8,4.1,1100,0.264
1986-08-14,0,24,4.3,1100,0.264
1986-08-15,0,24.3,4.3,1100,0.264
1986-08-16,0,26.3,4.6,1000,0.24
1986-08-17,0.7,20,3.7,900,0.216
1986-08-18,1.6,16.9,3.2,900,0.216
1986-08-19,0,15.8,3,900,0.216
1986-08-20,0.4,16.8,3.1,900,0.216
1986-08-21,24.9,17.5,3.2,900,0.216
1986-08-22,2.5,15.4,2.9,1360,0.3264
1986-08-23,0,15.9,2.9,1360,0.3264
1986-08-24,0,16.1,2.9,1360,0.3264
1986-08-25,0,16.4,2.9,1230,0.2952
1986-08-26,3.7,17,3,1100,0.264
1986-08-27,0,13.2,2.5,1100,0.264
1986-08-28,0,11.6,2.3,1100,0.264
1986-08-29,6.1,15.7,2.8,1100,0.264
1986-08-30,58.9,13.7,2.5,1360,0.3264
1986-08-31,0,12.7,2.3,8900,2.136
1986-09-01,1.3,14,2.5,2750,0.66
1986-09-02,17.5,15.2,2.6,2070,0.4968
1986-09-03,2,12.7,2.3,3150,0.756
1986-09-04,0,13.2,2.3,2750,0.66
1986-09-05,11.7,18.4,3,2390,0.5736
1986-09-06,3.3,11.8,2.1,2230,0.5352
1986-09-07,0,13.4,2.3,3150,0.756
1986-09-08,0,17.3,2.7,2550,0.612
1986-09-09,6.3,16.5,2.6,2070,0.4968
1986-09-10,0,12,2.1,2390,0.5736
1986-09-11,0,16.4,2.6,2230,0.5352
1986-09-12,0,19.5,2.9,2070,0.4968
1986-09-13,0,17.5,2.7,1490,0.3576
1986-09-14,0.1,17.5,2.6,1490,0.3576
1986-09-15,10.2,17.1,2.5,1750,0.42
1986-09-16,9.8,14,2.2,3350,0.804
1986-09-17,6,14.6,2.2,4370,1.0488
1986-09-18,17.3,13,2,3550,0.852
1986-09-19,3.2,12.7,2,6000,1.44
1986-09-20,0,10.2,1.7,6000,1.44
1986-09-21,3.2,9.3,1.6,4750,1.14
1986-09-22,0.8,9.1,1.5,3550,0.852
1986-09-23,11,9.8,1.6,3790,0.9096
1986-09-24,9.3,7.9,1.3,4270,1.0248
1986-09-25,8.5,8.6,1.4,6000,1.44
1986-09-26,1.8,8,1.3,7400,1.776
1986-09-27,9.2,11.7,1.7,6000,1.44
1986-09-28,1.5,8.2,1.3,6650,1.596
1986-09-29,10.5,6.4,1.1,6000,1.44
1986-09-30,3.7,4.8,1,8900,2.136
1986-10-01,0.3,4.8,1,8100,1.944
1986-10-02,16.4,4.5,0.9,6650,1.596
1986-10-03,17.8,4.7,0.9,19200,4.608
1986-10-04,0,4.8,0.9,25200,6.048
1986-10-05,1.1,4.9,0.9,21700,5.208
1986-10-06,1,7.5,1.1,17200,4.128
1986-10-07,13,6.4,1,18700,4.488
1986-10-08,8.6,6.5,1,20200,4.848
1986-10-09,0.9,5.9,1,18700,4.488
1986-10-10,8.2,6.1,0.9,17200,4.128
1986-10-11,5.2,4.7,0.8,17200,4.128
1986-10-12,1.6,3.8,0.8,16200,3.888
1986-10-13,0,3.8,0.7,14200,3.408
1986-10-14,2.2,3.5,0.7,11800,2.832
1986-10-15,1.2,1.7,0.5,11800,2.832
1986-10-16,5.2,3.9,0.7,10500,2.52
1986-10-17,1.2,7.3,0.9,10500,2.52
1986-10-18,11.2,7.7,1,8900,2.136
1986-10-19,27.7,9.1,1.1,14700,3.528
1986-10-20,19.2,6.4,0.9,31700,7.608
1986-10-21,3.9,2.1,0.6,40900,9.816
1986-10-22,1.5,1.6,0.5,35700,8.568
1986-10-23,9.5,3,0.6,31200,7.488
1986-10-24,2.2,5.4,0.7,32200,7.728
1986-10-25,3.9,6,0.8,27200,6.528
1986-10-26,2.6,5.6,0.7,26200,6.288
1986-10-27,5.1,7,0.8,24700,5.928
1986-10-28,7.7,3.6,0.6,25700,6.168
1986-10-29,8,1.4,0.4,25700,6.168
1986-10-30,16.3,1,0.4,24700,5.928
1986-10-31,3.6,0.2,0.3,27700,6.648
1986-11-01,0,1.7,0.4,26200,6.288
1986-11-02,0.7,4.5,0.6,25200,6.048
1986-11-03,12.3,3.7,0.6,23700,5.688
1986-11-04,4.4,2.5,0.5,28700,6.888
1986-11-05,1.1,1.9,0.4,26700,6.408
1986-11-06,0,0.7,0.3,24200,5.808
1986-11-07,0,0.5,0.3,24200,5.808
1986-11-08,0.1,1.2,0.4,23700,5.688
1986-11-09,1.4,5.8,0.6,22000,5.28
1986-11-10,4,4.7,0.5,21000,5.04
1986-11-11,0.2,4.7,0.5,19400,4.656
1986-11-12,0.3,7,0.7,17600,4.224
1986-11-13,0,7.3,0.7,15800,3.792
1986-11-14,0,11.3,0.9,14000,3.36
1986-11-15,8.6,12.7,0.9,12200,2.928
1986-11-16,0.1,9.2,0.8,10900,2.616
1986-11-17,1.7,7.8,0.7,10000,2.4
1986-11-18,13.9,7.4,0.6,9500,2.28
1986-11-19,0,4.3,0.5,9700,2.328
1986-11-20,1.6,6.6,0.6,10600,2.544
1986-11-21,1.2,6,0.5,10900,2.616
1986-11-22,0.5,9.6,0.7,9700,2.328
1986-11-23,8.3,7.9,0.6,8100,1.944
1986-11-24,0.8,4,0.4,8100,1.944
1986-11-25,3.9,5.8,0.5,8100,1.944
1986-11-26,30.4,7.1,0.6,7400,1.776
1986-11-27,10.2,10,0.7,22200,5.328
1986-11-28,5.2,5,0.5,37700,9.048
1986-11-29,2.8,2.9,0.4,36200,8.688
1986-11-30,9.3,4.9,0.5,32200,7.728
1986-12-01,1.4,7.5,0.6,34200,8.208
1986-12-02,0.1,7.4,0.6,28200,6.768
1986-12-03,0,5.2,0.4,25200,6.048
1986-12-04,2.6,3,0.3,22200,5.328
1986-12-05,0.5,3.9,0.4,21200,5.088
1986-12-06,2.5,3.9,0.4,19200,4.608
1986-12-07,6,4.5,0.4,17200,4.128
1986-12-08,3.2,6.1,0.5,16200,3.888
1986-12-09,2.5,5.5,0.5,14700,3.528
1986-12-10,0.8,3.2,0.3,14200,3.408
1986-12-11,3.6,0.8,0.3,14200,3.408
1986-12-12,14.9,-0.4,0.2,13700,3.288
1986-12-13,1.1,2.5,0.3,20200,4.848
1986-12-14,0.2,0.2,0.2,20700,4.968
1986-12-15,5.1,3,0.3,20700,4.968
1986-12-16,3.2,3.9,0.4,21200,5.088
1986-12-17,1.7,7.9,0.5,20200,4.848
1986-12-18,1.1,3.6,0.4,18200,4.368
1986-12-19,1.3,3.7,0.4,16700,4.008
1986-12-20,0,3.2,0.3,14200,3.408
1986-12-21,0,2.4,0.3,11400,2.736
1986-12-22,0,4.1,0.4,8100,1.944
1986-12-23,0,5.7,0.4,10500,2.52
1986-12-24,3.1,8.4,0.6,9700,2.328
1986-12-25,0,6.7,0.5,6650,1.596
1986-12-26,0,10.7,0.7,9700,2.328
1986-12-27,7.3,7.8,0.5,8100,1.944
1986-12-28,2.7,9.8,0.6,8100,1.944
1986-12-29,2.7,8.9,0.6,7400,1.776
1986-12-30,0,1.4,0.3,7400,1.776
1986-12-31,0,-2.8,0.1,6650,1.596
1987-01-01,0,-2.2,0.1,5150,1.236
1987-01-02,0,-3.6,0.1,5150,1.236
1987-01-03,0,-2.5,0.1,6050,1.452
1987-01-04,0,-1.6,0.1,6050,1.452
1987-01-05,0,-2.6,0.1,4250,1.02
1987-01-06,0,-0.9,0.2,4250,1.02
1987-01-07,8.1,1.8,0.3,6050,1.452
1987-01-08,5.9,6.5,0.5,8400,2.016
1987-01-09,0,4.2,0.4,12100,2.904
1987-01-10,0,3.3,0.4,8400,2.016
1987-01-11,0,5.5,0.5,7000,1.68
1987-01-12,0,5.3,0.5,6050,1.452
1987-01-13,0,6.8,0.5,8400,2.016
1987-01-14,0,9.7,0.7,6050,1.452
